account_id,account_name,account_domain,account_created_source,account_status,industry,segment,employee_band,estimated_employee_count,annual_revenue_band,country,subregion,region,territory_id,owner_rep_id,account_fit_score,account_fit_tier,data_quality_score,data_quality_tier,domain_quality,account_issue_type,account_dq_root_cause,created_date
ACC_000073,Blue Harbor DataWorks 965 LLC,blueharbordataworks965.ae,seed_existing,customer,Manufacturing,Mid-Market,"501-1,000",606,$50M-$250M,,,,,,65,medium,45,poor,valid_business_domain,intl_no_rep_missing_country,missing_country_prevented_region_and_territory_assignment,2025-08-09
ACC_000074,Silverline Software 266 SAS,silverlinesoftware266.fr,seed_existing,target_account,Technology,Enterprise,"10,001+",19138,$1B-$5B,France,France/Benelux,EMEA,FR_BENELUX,REP_FRBNLX_02,96,high,100,excellent,valid_business_domain,clean,none,2024-03-05
ACC_000075,Cobalt Retail 920 Inc,cobaltretail920.com,seed_existing,target_account,Manufacturing,Mid-Market,201-500,433,$250M-$1B,United States,North America,AMER,AMER_MM,REP_AMER_MM_05,69,medium,100,excellent,valid_business_domain,clean,none,2025-04-12
ACC_000076,Nova Security 304 LLC,novasecurity304.com,seed_existing,former_customer,Manufacturing,Mid-Market,201-500,243,$1B-$5B,United States,North America,AMER,AMER_MM,INACTIVE_REP,69,medium,80,partial,valid_business_domain,inactive_owner_only,assigned_owner_inactive_after_territory_assignment,2023-07-28
ACC_000077,Terra DataWorks 298 LLC,terradataworks298.com,seed_existing,partner,Education,,,,,United States,North America,AMER,,,61,medium,45,poor,valid_business_domain,us_no_rep_missing_segmentation,missing_employee_count_and_segment_prevented_territory_assignment,2023-01-10
ACC_000078,Helio Retail 919,helioretail919.ca,seed_existing,prospect,Retail,Mid-Market,201-500,347,$250M-$1B,Canada,North America,AMER,AMER_MM,REP_AMER_MM_08,66,medium,100,excellent,valid_business_domain,clean,none,2024-06-29
ACC_000079,Atlas Retail 485 LLC,atlasretail485.com,created_from_converted_lead,prospect,Financial Services,Commercial,51-200,161,$10M-$50M,United States,North America,AMER,AMER_COMM,REP_AMER_COMM_07,61,medium,100,excellent,valid_business_domain,clean,none,2024-09-20
ACC_000080,Vertex Platform 638 Inc,vertexplatform638.com,seed_existing,prospect,Technology,Mid-Market,"1,001-5,000",3044,$1B-$5B,United States,North America,AMER,AMER_MM,REP_AMER_MM_04,90,high,100,excellent,valid_business_domain,clean,none,2023-05-03
ACC_000081,Crescent Manufacturing 604,crescentmanufacturing604.de,seed_existing,customer,Technology,Commercial,1-50,9,$10M-$50M,Germany,DACH,EMEA,DACH,REP_DACH_03,68,medium,100,excellent,valid_business_domain,clean,none,2023-01-12
ACC_000082,Cobalt Systems BV,cobaltsystems.nl,created_from_converted_lead,customer,Public Sector,Mid-Market,"501-1,000",887,$50M-$250M,Netherlands,France/Benelux,EMEA,FR_BENELUX,INACTIVE_REP,65,medium,80,partial,valid_business_domain,inactive_owner_only,assigned_owner_inactive_after_territory_assignment,2023-08-21
ACC_000083,Atlas Industries 773 SL,atlasindustries773.es,seed_existing,prospect,Logistics,Commercial,201-500,315,<$10M,Spain,Southern Europe,EMEA,SOUTHERN_EUROPE,REP_SEU_01,56,medium,100,excellent,valid_business_domain,clean,none,2023-04-30
ACC_000084,Silverline Software 653 LLC,silverlinesoftware653.com,seed_existing,target_account,Financial Services,Commercial,201-500,413,$10M-$50M,United States,North America,AMER,AMER_COMM,REP_AMER_COMM_01,63,medium,100,excellent,valid_business_domain,clean,none,2025-12-27
ACC_000085,Blue Harbor Manufacturing 531,blueharbormanufacturing531.com,seed_existing,customer,Financial Services,Commercial,51-200,81,<$10M,United States,North America,AMER,AMER_COMM,REP_AMER_COMM_08,77,high,100,excellent,valid_business_domain,clean,none,2025-12-19
ACC_000086,Summit Manufacturing 187 Inc,summitmanufacturing187.com,seed_existing,customer,Healthcare,Enterprise,"1,001-5,000",4649,$5B+,United States,North America,AMER,AMER_ENT,REP_AMER_ENT_01,77,high,100,excellent,valid_business_domain,clean,none,2023-01-18
ACC_000087,Ironwood DataWorks 288 Inc,ironwooddataworks288.ca,seed_existing,prospect,Retail,Mid-Market,"501-1,000",642,$1B-$5B,,,,,,65,medium,45,poor,valid_business_domain,intl_no_rep_missing_country,missing_country_prevented_region_and_territory_assignment,2024-05-15
ACC_000088,Northstar Logistics 353 Inc,northstarlogistics353.com,seed_existing,prospect,Financial Services,Commercial,51-200,196,$50M-$250M,United States,North America,AMER,AMER_COMM,REP_AMER_COMM_07,71,medium,100,excellent,valid_business_domain,clean,none,2024-02-26
ACC_000089,CloudPeak Financial,cloudpeakfinancial.se,created_from_converted_lead,prospect,Technology,Commercial,201-500,314,<$10M,,,,,,67,medium,45,poor,valid_business_domain,intl_no_rep_missing_country,missing_country_prevented_region_and_territory_assignment,2023-01-30
ACC_000090,Ironwood Software 843,ironwoodsoftware843.com,seed_existing,prospect,Healthcare,Commercial,51-200,160,$10M-$50M,United States,North America,AMER,AMER_COMM,REP_AMER_COMM_07,56,medium,95,good,ambiguous_global_domain,domain_problem_only,domain_quality_issue_affects_lead_to_account_matching,2024-12-31
ACC_000091,Apex Education,apexeducation.com,seed_existing,customer,Financial Services,Commercial,51-200,126,$10M-$50M,United States,North America,AMER,AMER_COMM,REP_AMER_COMM_04,64,medium,100,excellent,valid_business_domain,clean,none,2025-07-20
ACC_000092,Pinnacle Group 127 Inc,pinnaclegroup127.com,seed_existing,prospect,Financial Services,Enterprise,"10,001+",13061,$250M-$1B,United States,North America,AMER,AMER_ENT,REP_AMER_ENT_07,56,medium,100,excellent,valid_business_domain,clean,none,2024-10-31
ACC_000093,Redvale Technologies 416,redvaletechnologies416.se,seed_existing,prospect,Technology,Mid-Market,"501-1,000",550,$50M-$250M,Sweden,Nordics,EMEA,NORDICS,REP_NORDICS_02,69,medium,100,excellent,valid_business_domain,clean,none,2025-10-02
ACC_000094,Pinnacle Group Inc,pinnaclegroup.com,seed_existing,prospect,Retail,Commercial,1-50,21,<$10M,United States,North America,AMER,AMER_COMM,REP_AMER_COMM_08,56,medium,100,excellent,valid_business_domain,clean,none,2024-11-29
ACC_000095,Vector Logistics 952,vectorlogistics952.co.kr,created_from_converted_lead,prospect,Manufacturing,Commercial,51-200,79,$10M-$50M,South Korea,Japan/Korea,APJ,JAPAN_KOREA,REP_JPKR_03,54,medium,100,excellent,valid_business_domain,clean,none,2024-08-24
ACC_000096,Vertex Industries 439,vertexindustries439.com,seed_existing,prospect,Financial Services,Commercial,"501-1,000",805,$50M-$250M,United States,North America,AMER,AMER_COMM,REP_AMER_COMM_07,57,medium,100,excellent,valid_business_domain,clean,none,2025-11-04
ACC_000097,Brightfield DataWorks,brightfielddataworks.se,seed_existing,former_customer,Manufacturing,Mid-Market,"1,001-5,000",1552,$250M-$1B,Sweden,Nordics,EMEA,NORDICS,REP_NORDICS_02,57,medium,100,excellent,valid_business_domain,clean,none,2025-02-12
ACC_000098,Stonebridge Logistics 468,stonebridgelogistics468.mx,seed_existing,prospect,Manufacturing,Mid-Market,"501-1,000",796,$50M-$250M,Mexico,LATAM,AMER,LATAM,REP_LATAM_03,74,medium,100,excellent,valid_business_domain,clean,none,2025-04-18
ACC_000099,CloudPeak Security 431 Pty Ltd,cloudpeaksecurity431.com.au,seed_existing,target_account,Telecommunications,Commercial,201-500,262,$10M-$50M,Australia,ANZ,APJ,ANZ,REP_ANZ_01,72,medium,100,excellent,valid_business_domain,clean,none,2025-05-05
ACC_000100,HarborPoint Analytics 657 Ltd,harborpointanalytics657.ca,seed_existing,prospect,Logistics,Enterprise,"1,001-5,000",1726,$1B-$5B,Canada,North America,AMER,AMER_ENT,REP_AMER_ENT_05,86,high,100,excellent,valid_business_domain,clean,none,2023-02-04
ACC_000101,Nova Security 928 Inc,novasecurity928.com,seed_existing,prospect,Technology,Enterprise,"5,001-10,000",6836,$1B-$5B,United States,North America,AMER,AMER_ENT,REP_AMER_ENT_07,72,medium,100,excellent,valid_business_domain,clean,none,2025-03-16
ACC_000102,Cobalt Logistics 181 Ltd,cobaltlogistics181.ca,seed_existing,partner,Energy,Enterprise,"5,001-10,000",7915,$250M-$1B,Canada,North America,AMER,AMER_ENT,REP_AMER_ENT_03,73,medium,100,excellent,valid_business_domain,clean,none,2025-03-31
ACC_000103,Cobalt Logistics 600 LLC,,created_from_converted_lead,customer,Education,Enterprise,"1,001-5,000",2598,$5B+,United States,North America,AMER,AMER_ENT,REP_AMER_ENT_07,67,medium,80,partial,missing_domain,domain_problem_only,domain_quality_issue_affects_lead_to_account_matching,2024-06-25
ACC_000104,Redvale Systems 310,redvalesystems310.es,seed_existing,customer,Retail,Enterprise,"5,001-10,000",6749,$5B+,Spain,Southern Europe,EMEA,SOUTHERN_EUROPE,REP_SEU_01,87,high,100,excellent,valid_business_domain,clean,none,2024-09-10
ACC_000105,Stonebridge Platform 823 GmbH,stonebridgeplatform823.de,seed_existing,customer,Healthcare,Commercial,"501-1,000",671,$50M-$250M,Germany,DACH,EMEA,DACH,REP_DACH_02,68,medium,100,excellent,valid_business_domain,clean,none,2025-07-01
